id,title,location_id,location_name,location_slug,city,property_type,area_sqft,bedrooms,bathrooms,property_age,floor_number,total_floors,amenities,amenity_count,has_parking,has_power_backup,has_security,has_gym,has_pool,has_clubhouse,lat,lng,base_micro_price_sqft,fair_value_sqft,fair_value_total,current_price,monthly_rent,rental_yield,infra_score,flood_risk_score,demand_index,supply_index,selling_days,status,listed_date
748,2 BHK Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Apartment,1242,2,2,8,7,7,"[""Children Play Area"", ""Power Backup""]",2,False,True,False,False,False,False,12.9207,80.13145,5100,4952,6150384,6273392,19476,3.8,79,32,84,54,60,Active,2026-07-04
749,3 BHK Apartment in T. Nagar,12,T. Nagar,t-nagar,Chennai,Apartment,1905,3,2,4,10,10,"[""Gymnasium"", ""Clubhouse""]",2,False,False,False,True,False,True,13.04821,80.22522,14800,14752,28102560,28664611,79624,3.4,95,40,85,36,45,Sold,2026-02-05
750,1 BHK Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Apartment,571,1,1,12,1,6,"[""Intercom"", ""24/7 Security"", ""Power Backup"", ""Gymnasium""]",4,False,True,True,True,False,False,12.90733,80.19513,5400,5140,2934940,2934940,9783,4.0,80,52,82,64,70,Active,2026-01-17
751,3 BHK Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Apartment,1591,3,2,8,6,12,"[""Children Play Area"", ""Power Backup"", ""Covered Car Parking""]",3,True,True,False,False,False,False,12.91639,80.18191,5400,5082,8085462,7762044,26952,4.0,80,52,82,64,70,Sold,2026-01-02
752,3 BHK Apartment in Adyar,11,Adyar,adyar,Chennai,Apartment,1497,3,3,3,9,19,"[""Clubhouse"", ""24/7 Security"", ""EV Charging Station"", ""Rainwater Harvesting""]",4,False,False,True,False,False,True,13.00376,80.26973,15800,16551,24776847,24776847,53683,2.6,93,38,88,38,42,Active,2026-01-22
753,3 BHK Gated Community Apartment in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Gated Community Apartment,1413,3,3,11,12,15,"[""Rainwater Harvesting"", ""Intercom"", ""Covered Car Parking"", ""Gymnasium"", ""EV Charging Station"", ""Clubhouse"", ""Children Play Area""]",7,True,False,False,True,False,True,12.91241,80.22434,6200,7065,9982845,10481987,34108,4.1,88,45,68,82,115,Active,2026-01-05
754,3 BHK Gated Community Apartment in Adyar,11,Adyar,adyar,Chennai,Gated Community Apartment,1403,3,2,6,21,22,"[""EV Charging Station"", ""Gymnasium"", ""Intercom""]",3,False,False,False,True,False,False,12.99242,80.24468,15800,17240,24187720,25397106,52407,2.6,93,38,88,38,42,Active,2026-03-24
755,5 BHK Villa in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Villa,3027,5,5,0,1,2,"[""Power Backup"", ""Children Play Area"", ""24/7 Security""]",3,False,True,True,False,False,False,12.89991,80.23284,6100,8090,24488430,25712852,89791,4.4,84,62,72,78,105,Active,2026-03-15
756,3 BHK Gated Community Apartment in Adyar,11,Adyar,adyar,Chennai,Gated Community Apartment,1726,3,2,0,14,19,"[""Rainwater Harvesting"", ""24/7 Security"", ""Clubhouse""]",3,False,False,True,False,False,True,12.98894,80.25493,15800,19703,34007378,34007378,73683,2.6,93,38,88,38,42,Sold,2026-05-02
757,3 BHK Villa in T. Nagar,12,T. Nagar,t-nagar,Chennai,Villa,3828,3,3,10,1,3,"[""Intercom"", ""Gymnasium"", ""Clubhouse"", ""Power Backup"", ""24/7 Security"", ""Children Play Area""]",6,False,True,True,True,False,True,13.0481,80.23648,14800,17644,67541232,70918294,191367,3.4,95,40,85,36,45,Active,2026-04-20
758,2 BHK Apartment in Porur,5,Porur,porur,Chennai,Apartment,851,2,2,0,4,9,"[""EV Charging Station"", ""Intercom"", ""24/7 Security"", ""Clubhouse"", ""Gymnasium""]",5,False,False,True,True,False,True,13.02063,80.1552,6400,6934,5900834,5900834,21145,4.3,85,42,81,58,65,Active,2026-05-04
759,2 BHK Gated Community Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Gated Community Apartment,1123,2,2,1,5,11,"[""Clubhouse"", ""24/7 Security"", ""Rainwater Harvesting"", ""EV Charging Station"", ""Swimming Pool"", ""Gymnasium"", ""Intercom""]",7,False,False,True,True,True,True,12.92808,80.12317,5100,6473,7269179,7632638,23019,3.8,79,32,84,54,60,Sold,2026-06-12
760,3 BHK Apartment in Adyar,11,Adyar,adyar,Chennai,Apartment,1657,3,3,8,6,6,"[""Children Play Area"", ""24/7 Security""]",2,False,False,True,False,False,False,12.99806,80.26451,15800,15616,25875712,25875712,56064,2.6,93,38,88,38,42,Active,2026-06-27
761,4 BHK Villa in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Villa,3098,4,4,2,1,3,"[""Swimming Pool"", ""Intercom"", ""Gymnasium"", ""Covered Car Parking""]",4,True,False,False,True,True,False,12.89767,80.23438,6200,8069,24997762,26997583,85409,4.1,88,45,68,82,115,Active,2026-06-09
762,3 BHK Gated Community Apartment in Adyar,11,Adyar,adyar,Chennai,Gated Community Apartment,1844,3,2,10,8,18,"[""Power Backup"", ""Children Play Area"", ""Clubhouse"", ""Rainwater Harvesting""]",4,False,True,False,False,False,True,12.99675,80.25546,15800,16705,30804020,30187940,66742,2.6,93,38,88,38,42,Active,2026-04-12
763,3 BHK Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Apartment,1375,3,3,5,8,9,"[""Power Backup"", ""EV Charging Station""]",2,False,True,False,False,False,False,12.94042,80.12156,5100,4944,6798000,7341840,21527,3.8,79,32,84,54,60,Sold,2026-03-01
764,2 BHK Independent House in Porur,5,Porur,porur,Chennai,Independent House,1827,2,2,23,1,2,"[""Power Backup"", ""Gymnasium"", ""Clubhouse"", ""Swimming Pool"", ""Rainwater Harvesting""]",5,False,True,False,True,True,True,13.04289,80.15061,6400,5238,9569826,9378429,34292,4.3,85,42,81,58,65,Active,2026-06-13
765,3 BHK Apartment in Velachery,2,Velachery,velachery,Chennai,Apartment,1420,3,2,12,4,23,"[""Swimming Pool"", ""Gymnasium"", ""Rainwater Harvesting"", ""Children Play Area""]",4,False,False,False,True,True,False,12.96845,80.22027,7800,6975,9904500,10696860,37967,4.6,82,78,79,62,75,Active,2026-02-08
766,2 BHK Apartment in Velachery,2,Velachery,velachery,Chennai,Apartment,1171,2,2,0,1,23,"[""Intercom""]",1,False,False,False,False,False,False,12.9752,80.22559,7800,8470,9918370,10711840,38020,4.6,82,78,79,62,75,Active,2026-07-23
767,2 BHK Apartment in Velachery,2,Velachery,velachery,Chennai,Apartment,1095,2,2,5,15,22,"[""Covered Car Parking"", ""EV Charging Station"", ""Clubhouse""]",3,True,False,False,False,False,True,12.9835,80.21309,7800,8026,8788470,8612701,33689,4.6,82,78,79,62,75,Sold,2026-06-09
768,2 BHK Apartment in Adyar,11,Adyar,adyar,Chennai,Apartment,860,2,2,9,1,5,"[""Intercom""]",1,False,False,False,False,False,False,12.9991,80.25381,15800,14835,12758100,13013262,27643,2.6,93,38,88,38,42,Sold,2026-02-01
769,2 BHK Apartment in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Apartment,925,2,2,9,11,15,"[""Children Play Area"", ""Gymnasium""]",2,False,False,False,True,False,False,13.0755,80.21155,14200,13883,12841775,13098610,29964,2.8,94,22,86,42,48,Sold,2026-01-08
770,4 BHK Apartment in Velachery,2,Velachery,velachery,Chennai,Apartment,2288,4,4,10,5,6,"[""Covered Car Parking""]",1,True,False,False,False,False,False,12.98127,80.23342,7800,7415,16965520,16286899,65034,4.6,82,78,79,62,75,Active,2026-05-05
771,4 BHK Villa in Tambaram,3,Tambaram,tambaram,Chennai,Villa,3571,4,4,10,1,2,"[""Clubhouse"", ""24/7 Security"", ""Intercom"", ""Rainwater Harvesting"", ""Swimming Pool""]",5,False,False,True,False,True,True,12.93181,80.12293,5100,5582,19933322,19933322,63122,3.8,79,32,84,54,60,Active,2026-06-12
772,3 BHK Gated Community Apartment in Porur,5,Porur,porur,Chennai,Gated Community Apartment,1358,3,2,10,3,8,"[""Children Play Area"", ""EV Charging Station"", ""Intercom""]",3,False,False,False,False,False,False,13.0354,80.15032,6400,6464,8778112,8426988,31455,4.3,85,42,81,58,65,Sold,2026-04-24
773,2 BHK Gated Community Apartment in Porur,5,Porur,porur,Chennai,Gated Community Apartment,1015,2,2,12,3,8,"[""Covered Car Parking"", ""EV Charging Station"", ""Children Play Area"", ""Power Backup""]",4,True,True,False,False,False,False,13.05024,80.16582,6400,5912,6000680,6480734,21502,4.3,85,42,81,58,65,Active,2026-05-26
774,2 BHK Apartment in Adyar,11,Adyar,adyar,Chennai,Apartment,1184,2,2,13,7,11,"[""EV Charging Station"", ""Intercom"", ""Rainwater Harvesting"", ""24/7 Security"", ""Children Play Area""]",5,False,False,True,False,False,False,13.0055,80.25993,15800,14585,17268640,16923267,37415,2.6,93,38,88,38,42,Active,2026-05-23
775,2 BHK Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Apartment,1247,2,2,7,2,11,"[""Swimming Pool"", ""Power Backup"", ""Rainwater Harvesting""]",3,False,True,False,False,True,False,12.91649,80.19292,5400,4949,6171403,6171403,20571,4.0,80,52,82,64,70,Active,2026-02-04
776,4 BHK Independent House in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Independent House,2578,4,4,11,1,1,"[""Clubhouse"", ""Intercom"", ""Children Play Area"", ""Gymnasium""]",4,False,False,False,True,False,True,12.88845,80.22321,6200,6124,15787672,15471919,53941,4.1,88,45,68,82,115,Active,2026-01-24
777,2 BHK Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Apartment,1206,2,2,0,7,8,"[""Covered Car Parking"", ""Swimming Pool"", ""Gymnasium"", ""Rainwater Harvesting""]",4,True,False,False,True,True,False,12.90989,80.13078,5100,5659,6824754,7165992,21612,3.8,79,32,84,54,60,Sold,2026-07-20
778,1 BHK Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Apartment,613,1,1,7,2,8,"[""Swimming Pool""]",1,False,False,False,False,True,False,12.92529,80.13365,5100,4938,3026994,3178344,9585,3.8,79,32,84,54,60,Active,2026-04-05
779,2 BHK Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Apartment,921,2,2,15,10,20,"[""Covered Car Parking"", ""EV Charging Station"", ""Swimming Pool"", ""Clubhouse""]",4,True,False,False,False,True,True,12.91926,80.14738,5100,4499,4143579,3977836,13121,3.8,79,32,84,54,60,Sold,2026-06-02
780,4 BHK Independent House in Perungudi,10,Perungudi,perungudi,Chennai,Independent House,3161,4,4,2,1,1,"[""Children Play Area"", ""EV Charging Station"", ""24/7 Security"", ""Intercom""]",4,False,False,True,False,False,False,12.96222,80.23728,7500,8148,25755828,27043619,96584,4.5,86,58,77,60,72,Active,2026-02-14
781,3 BHK Independent House in Tambaram,3,Tambaram,tambaram,Chennai,Independent House,1476,3,3,14,1,3,"[""Power Backup"", ""Children Play Area""]",2,False,True,False,False,False,False,12.92589,80.1173,5100,4384,6470784,6794323,20491,3.8,79,32,84,54,60,Sold,2026-04-06
782,4 BHK Independent House in T. Nagar,12,T. Nagar,t-nagar,Chennai,Independent House,1416,4,4,16,1,3,"[""Covered Car Parking"", ""Children Play Area"", ""Intercom"", ""Gymnasium""]",4,True,False,False,True,False,False,13.0527,80.24722,14800,12868,18221088,17492244,51626,3.4,95,40,85,36,45,Active,2026-06-14
783,2 BHK Apartment in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Apartment,903,2,2,10,3,6,"[""Power Backup""]",1,False,True,False,False,False,False,13.08785,80.1988,14200,11744,10604832,10604832,24745,2.8,94,22,86,42,48,Sold,2026-01-03
784,3 BHK Gated Community Apartment in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Gated Community Apartment,1596,3,2,1,7,21,"[""24/7 Security"", ""Gymnasium"", ""Swimming Pool""]",3,False,False,True,True,True,False,13.10039,80.2039,14200,16225,25895100,27189855,60422,2.8,94,22,86,42,48,Active,2026-04-02
785,2 BHK Apartment in OMR (Old Mahabalipuram Road),1,OMR (Old Mahabalipuram Road),omr,Chennai,Apartment,1008,2,2,9,3,4,"[""Intercom"", ""Power Backup"", ""Covered Car Parking"", ""Children Play Area""]",4,True,True,False,False,False,False,12.87948,80.23251,6200,6020,6068160,6189523,20733,4.1,88,45,68,82,115,Active,2026-02-23
786,1 BHK Gated Community Apartment in Adyar,11,Adyar,adyar,Chennai,Gated Community Apartment,624,1,1,4,4,20,"[""Rainwater Harvesting"", ""Children Play Area""]",2,False,False,False,False,False,False,12.98468,80.25673,15800,16801,10483824,10693500,22715,2.6,93,38,88,38,42,Active,2026-07-02
787,3 BHK Villa in Porur,5,Porur,porur,Chennai,Villa,4096,3,3,10,1,2,"[""Power Backup"", ""Rainwater Harvesting""]",2,False,True,False,False,False,False,13.03383,80.16127,6400,7243,29667328,32040714,106308,4.3,85,42,81,58,65,Active,2026-07-23
788,4 BHK Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Apartment,2513,4,4,10,5,18,"[""Covered Car Parking"", ""Children Play Area"", ""Swimming Pool""]",3,True,False,False,False,True,False,12.93805,80.13039,5100,4716,11851308,12799413,37529,3.8,79,32,84,54,60,Active,2026-04-08
789,4 BHK Apartment in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Apartment,2621,4,3,3,8,8,"[""Clubhouse""]",1,False,False,False,False,False,True,13.08802,80.2093,14200,15588,40856148,40856148,95331,2.8,94,22,86,42,48,Active,2026-07-26
790,2 BHK Apartment in Velachery,2,Velachery,velachery,Chennai,Apartment,1082,2,2,9,3,14,"[""Gymnasium"", ""24/7 Security""]",2,False,False,True,True,False,False,12.97199,80.22627,7800,6769,7324058,7690261,28076,4.6,82,78,79,62,75,Active,2026-01-03
791,3 BHK Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Apartment,1751,3,3,14,9,19,"[""Gymnasium"", ""EV Charging Station""]",2,False,False,False,True,False,False,12.92513,80.12845,5100,4771,8354021,8019860,26454,3.8,79,32,84,54,60,Active,2026-03-13
792,3 BHK Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Apartment,1412,3,3,10,9,15,"[""Gymnasium"", ""Children Play Area"", ""EV Charging Station""]",3,False,False,False,True,False,False,12.91787,80.18577,5400,4962,7006344,7006344,23354,4.0,80,52,82,64,70,Active,2026-06-02
793,4 BHK Gated Community Apartment in Perungudi,10,Perungudi,perungudi,Chennai,Gated Community Apartment,2058,4,3,4,1,21,"[""Gymnasium"", ""24/7 Security"", ""Children Play Area"", ""Rainwater Harvesting"", ""Intercom"", ""Power Backup"", ""Swimming Pool"", ""Covered Car Parking""]",8,True,True,True,True,True,False,12.95275,80.24561,7500,8482,17455956,17805075,65460,4.5,86,58,77,60,72,Active,2026-06-03
794,3 BHK Independent House in Guindy,6,Guindy,guindy,Chennai,Independent House,3004,3,3,4,1,1,"[""Gymnasium"", ""Children Play Area""]",2,False,False,False,True,False,False,12.99189,80.20877,11500,11027,33125108,33787610,107657,3.9,96,30,78,45,52,Sold,2026-03-03
795,2 BHK Apartment in Guindy,6,Guindy,guindy,Chennai,Apartment,1159,2,2,15,7,19,"[""24/7 Security""]",1,False,False,True,False,False,False,13.00017,80.20424,11500,9664,11200576,11424588,36402,3.9,96,30,78,45,52,Sold,2026-02-16
796,3 BHK Gated Community Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Gated Community Apartment,1607,3,2,1,13,23,"[""Covered Car Parking"", ""Children Play Area"", ""EV Charging Station"", ""Gymnasium"", ""Swimming Pool"", ""Intercom"", ""Rainwater Harvesting"", ""Clubhouse""]",8,True,False,False,True,True,True,12.93769,80.13392,5100,6250,10043750,10244625,31805,3.8,79,32,84,54,60,Sold,2026-06-06
797,2 BHK Apartment in Velachery,2,Velachery,velachery,Chennai,Apartment,990,2,2,9,3,16,"[""Children Play Area"", ""Intercom"", ""Power Backup"", ""Covered Car Parking""]",4,True,True,False,False,False,False,12.99309,80.23417,7800,7225,7152750,7152750,27419,4.6,82,78,79,62,75,Sold,2026-01-03
798,2 BHK Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Apartment,1235,2,2,6,3,13,"[""Children Play Area"", ""EV Charging Station"", ""Intercom""]",3,False,False,False,False,False,False,12.92264,80.18863,5400,5260,6496100,6820905,21654,4.0,80,52,82,64,70,Active,2026-02-23
799,2 BHK Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Apartment,1204,2,2,0,13,22,"[""Rainwater Harvesting"", ""Power Backup"", ""Gymnasium"", ""Covered Car Parking"", ""Children Play Area""]",5,True,True,False,True,False,False,12.91826,80.19781,5400,6242,7515368,7891136,25051,4.0,80,52,82,64,70,Active,2026-03-22
800,3 BHK Apartment in T. Nagar,12,T. Nagar,t-nagar,Chennai,Apartment,1604,3,2,4,8,8,"[""Covered Car Parking"", ""Gymnasium"", ""Children Play Area"", ""Clubhouse""]",4,True,False,False,True,False,True,13.04926,80.23078,14800,16642,26693768,28028456,75632,3.4,95,40,85,36,45,Active,2026-04-27
801,3 BHK Independent House in Tambaram,3,Tambaram,tambaram,Chennai,Independent House,1499,3,3,8,1,1,"[""Children Play Area"", ""Intercom""]",2,False,False,False,False,False,False,12.92518,80.13846,5100,4570,6850430,6713421,21693,3.8,79,32,84,54,60,Active,2026-02-12
802,4 BHK Apartment in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Apartment,2695,4,3,11,14,15,"[""24/7 Security""]",1,False,False,True,False,False,False,13.08868,80.21166,14200,12184,32835880,32835880,76617,2.8,94,22,86,42,48,Active,2026-07-04
803,3 BHK Independent House in T. Nagar,12,T. Nagar,t-nagar,Chennai,Independent House,2967,3,3,15,1,2,"[""Covered Car Parking"", ""Intercom"", ""Children Play Area""]",3,True,False,False,False,False,False,13.03372,80.23009,14800,12794,37959798,39857788,107553,3.4,95,40,85,36,45,Active,2026-03-04
804,2 BHK Gated Community Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Gated Community Apartment,1041,2,2,5,9,9,"[""Children Play Area"", ""Rainwater Harvesting"", ""24/7 Security"", ""Intercom"", ""Covered Car Parking"", ""Power Backup""]",6,True,True,True,False,False,False,12.9309,80.12973,5100,6127,6378207,6888464,20198,3.8,79,32,84,54,60,Sold,2026-05-28
805,4 BHK Independent House in Velachery,2,Velachery,velachery,Chennai,Independent House,1525,4,4,22,1,1,"[""Rainwater Harvesting""]",1,False,False,False,False,False,False,12.96976,80.22731,7800,5735,8745875,8920792,33526,4.6,82,78,79,62,75,Sold,2026-06-25
806,3 BHK Apartment in Perungudi,10,Perungudi,perungudi,Chennai,Apartment,1382,3,3,1,19,20,"[""Children Play Area"", ""Power Backup"", ""Intercom""]",3,False,True,False,False,False,False,12.96998,80.24046,7500,8554,11821628,12058061,44331,4.5,86,58,77,60,72,Active,2026-01-07
807,4 BHK Apartment in Sholinganallur,8,Sholinganallur,sholinganallur,Chennai,Apartment,2359,4,4,0,13,17,"[""Power Backup"", ""Intercom"", ""24/7 Security""]",3,False,True,True,False,False,False,12.89041,80.22716,6100,6772,15975148,15975148,58576,4.4,84,62,72,78,105,Active,2026-03-10
808,3 BHK Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Apartment,1284,3,3,0,1,5,"[""Covered Car Parking"", ""Intercom""]",2,True,False,False,False,False,False,12.91539,80.18796,5400,5524,7092816,7660241,23643,4.0,80,52,82,64,70,Active,2026-03-06
809,4 BHK Apartment in Perungudi,10,Perungudi,perungudi,Chennai,Apartment,2247,4,4,12,10,10,"[""Rainwater Harvesting""]",1,False,False,False,False,False,False,12.97717,80.24319,7500,6602,14834694,15131388,55630,4.5,86,58,77,60,72,Sold,2026-06-13
810,2 BHK Apartment in T. Nagar,12,T. Nagar,t-nagar,Chennai,Apartment,1012,2,2,13,6,20,"[""Gymnasium"", ""Clubhouse""]",2,False,False,False,True,False,True,13.05229,80.23231,14800,13124,13281488,13945562,37631,3.4,95,40,85,36,45,Sold,2026-05-26
811,3 BHK Gated Community Apartment in Medavakkam,7,Medavakkam,medavakkam,Chennai,Gated Community Apartment,1922,3,3,10,6,21,"[""Gymnasium"", ""Rainwater Harvesting"", ""Swimming Pool""]",3,False,False,False,True,True,False,12.91163,80.18875,5400,5477,10526794,10737330,35089,4.0,80,52,82,64,70,Sold,2026-07-19
812,1 BHK Gated Community Apartment in Tambaram,3,Tambaram,tambaram,Chennai,Gated Community Apartment,701,1,1,12,3,21,"[""Clubhouse"", ""EV Charging Station""]",2,False,False,False,False,False,True,12.91611,80.13886,5100,5049,3539349,3822497,11208,3.8,79,32,84,54,60,Active,2026-03-06
813,3 BHK Gated Community Apartment in Anna Nagar,4,Anna Nagar,anna-nagar,Chennai,Gated Community Apartment,1507,3,3,7,9,10,"[""Children Play Area"", ""24/7 Security"", ""Swimming Pool"", ""Clubhouse"", ""EV Charging Station"", ""Gymnasium"", ""Covered Car Parking""]",7,True,False,True,True,True,True,13.07525,80.21824,14200,15361,23149027,25000949,54014,2.8,94,22,86,42,48,Active,2026-07-04
814,2 BHK Gated Community Apartment in Velachery,2,Velachery,velachery,Chennai,Gated Community Apartment,1155,2,2,4,1,7,"[""24/7 Security"", ""Clubhouse"", ""Gymnasium"", ""Swimming Pool""]",4,False,False,True,True,True,True,12.98066,80.21648,7800,8789,10151295,10354321,38913,4.6,82,78,79,62,75,Active,2026-07-07
815,3 BHK Villa in Medavakkam,7,Medavakkam,medavakkam,Chennai,Villa,2289,3,3,1,1,3,"[""Gymnasium"", ""Power Backup"", ""Children Play Area"", ""Intercom"", ""Clubhouse""]",5,False,True,False,True,False,True,12.9135,80.18256,5400,7123,16304547,17608911,54348,4.0,80,52,82,64,70,Active,2026-07-06
816,4 BHK Penthouse in Tambaram,3,Tambaram,tambaram,Chennai,Penthouse,3531,4,5,1,13,13,"[""Covered Car Parking"", ""EV Charging Station"", ""Swimming Pool"", ""Gymnasium""]",4,True,False,False,True,True,False,12.93571,80.13459,5100,6900,24363900,25582095,77152,3.8,79,32,84,54,60,Active,2026-01-07
